Disease,class,x1,x2
"Hi, I've got quite a few lumps on my neck.",neck,11.6939737103,-14.3802369346
I have lots of lumps on my neck,neck,11.7128159238,-14.4055407759
Lump on my neck,neck,11.7262670478,-14.4174949064
Lump on neck,neck,11.7198561071,-14.407673598
Asymptomatic neck lumps remove,neck,11.4254661439,-13.9703655637
Lumps on neck ,neck,11.7163112244,-14.4072432998
My neck has some lumps can I get rid of them?,neck,11.4406079169,-14.0637855741
I have noticed some lumps on my neck,neck,11.7179643651,-14.411682978
I have a lump on my neck and I want to get rid of it,neck,11.4810204559,-14.1220986943
unattractive lumps on neck,neck,11.6972932246,-14.3780296762
lump pn my neck,neck,11.7270424523,-14.4235440058
I have lumps on my neck,neck,11.7150105771,-14.4076996656
"Hi, I've got a swelling in my groin and it hurts suddenly, and now it's in my balls",abdomen,13.1169722159,14.8192678424
I have a swelling in my right groin,abdomen,13.180155913,15.2398104113
Groin swelling ,abdomen,13.244401259,15.3875978893
Swollen groin,abdomen,13.2987811222,15.3082977446
sore groin growth,abdomen,13.3400914072,15.2761210876
My groin is painful,abdomen,13.2786822104,15.2890730673
I have severe pain in my right groin,abdomen,13.1543293647,15.2464771557
I have a swelling in my groin which is really painful,abdomen,13.1689395393,14.9644917203
swelling in groin,abdomen,13.230995121,15.3017503824
painful groin area,abdomen,13.2682350801,15.2738449672
I have pains and swelling in my groin ,abdomen,13.1901739925,15.2296325732
Feeling generally unwell,non-anatomical,-3.68844090679,-2.37534032383
problem sleeping and eating ,non-anatomical,-3.65111480365,-4.14273532195
Iv had a fall.  my hips hurts,leg,-10.5662873674,-12.0438441024
Fell and hurt hip,leg,-10.078831998,-13.0253842834
Fall on right hip brusing and servere pain ,leg,-8.93082784941,-11.734952591
My hips are really bad ,leg,-10.9478195327,-11.4226607776
I had a fall recently and there is a bruise on my hip,leg,-10.6337783919,-12.9842194969
right hip bruised and painful after a fall,leg,-9.21439333325,-11.5573779096
bruised hip,leg,-10.0563199151,-13.1092698642
I have sharp pain in my hip,leg,-10.0157091785,-13.1901403287
I have a swollen infected ear after having it pierce,ear,16.5023303386,-3.32511879582
I have a red ear,ear,16.2416147858,-2.41644974287
Yes,ear,2.38146450092,-2.74983091613
my ear is red and swollen and I've had a recent ear peirfcing,ear,16.5740514933,-3.07413619016
Swollen ear,ear,16.145180385,-2.17632682411
Red swollen painful ear after piercing,ear,16.6718120856,-2.71644783695
I think I have an ear infection,ear,15.683256088,-4.07992216864
My ear bloody hurts,ear,16.0997748391,-2.61163651809
My ear hurts,ear,15.9590049701,-2.38881210246
Itchy eyes and throat,eye,-14.9995783032,10.5126389692
I have a sore throat,mouth_face,1.31432889313,-18.9680180077
had allergy as a child but now my throat and eyes itch,mouth_face,-0.224994547707,-13.6078765526
Ive got nasal congestion,nose,-17.3522135982,10.9605009207
"Itchy throat nose and eyes, red teary eyes",nose,-16.3699676877,9.84870102529
I have bad congetion,nose,3.26915384668,-2.49876988582
Sore and red skin ,dermatology,11.6077517464,-0.205206122594
I have skin irritation,dermatology,11.6144977952,0.461978196769
Skin redness,dermatology,11.4867755359,0.390953449757
"male skin blemish, using girlfriends face wash",dermatology,6.80254319604,-4.70182934793
Ive got a skin reaction,dermatology,11.2379177035,-0.0979546726726
"Possible reaction to skin care, red and sore face",dermatology,-0.436363475628,-12.3347608803
My skin is reacting,dermatology,12.098514522,0.239928467276
Swelling hot leg,leg,-10.7466671859,-12.7441143419
I have pain in my right leg,leg,-10.2905332275,-13.0349330924
Pain right leg,leg,-10.2927848654,-13.0055578006
"pain in leg, I'm female",leg,-11.5248433977,-11.7250059032
Ive got a swollen right leg,leg,-10.6650539518,-12.6270357122
"Swollen painful red legs, possible thrombosis?",leg,-10.9082800402,-10.4570741591
Swollen and painful leg,leg,-10.6599651969,-12.706413799
Painful right leg (and wrote an essay with TMI),leg,-10.0037600846,-10.2356429973
I am afraid the pain in my leg might be symptomatic of something more serious,leg,-9.81743587658,-10.401103116
Trouble going to the toilet,abdomen,-2.46976044221,7.35379736171
I'm constipated ,abdomen,1.78460458266,13.7362146654
Haven't been to loo,sexual_health,-2.05362140652,7.50328446659
constipated,abdomen,0.968240773302,13.3435743498
Ive got constipation,abdomen,0.280331074703,12.9271062092
Constipated for two days,abdomen,0.0457642035282,11.4168133492
I have constipation,abdomen,0.384612467437,12.8917020925
I have spots,dermatology,6.42427218548,-0.908324491948
I have spots on my forehead,dermatology,-1.99380654012,-14.3732301674
Hi I have spots on forehead,dermatology,-1.99989755489,-14.2952731922
i got acne on forehead,dermatology,-1.96760537205,-14.0662496562
Ive got spots on my forehead,dermatology,-1.99284297557,-14.3632952577
"Lots of facial spots, painful acne",dermatology,-1.59603388279,-11.9039511142
I got spots my bro.says its acne I don't want it its on my face what do I do,dermatology,7.1204785168,-4.54508521669
I have really bad spots,dermatology,6.46500917233,-0.877617194604
I have clear vaginally discharge,sexual_health,-4.66136862812,17.9726617362
I have clear vaginal discharge ,sexual_health,-4.16408923364,18.1186740395
Clear discharge from vagina,sexual_health,-5.77427786171,18.8573836886
vaginal discharge,sexual_health,-3.90970517931,18.0687905229
Ive got pus from my vagina,sexual_health,-6.23469632163,18.7996990294
"Discharge in underwear every day, is this normal??",sexual_health,-5.53558990174,17.4253953156
Problem with vagina,sexual_health,-5.72442199486,18.6309162924
I have discharge from my vagina,sexual_health,-6.00933363811,19.1058755291
"I have a lot of vaginal discharge, is this normal?",sexual_health,-4.15845521172,17.9663373987
Painful elbow,arm,-17.9408997317,-11.6574431844
I have pain in my right elbow,arm,-17.9343041557,-11.4907261753
Elbow pain ,arm,-17.5988762096,-11.4722159814
pain in blow for 2 months,arm,0.797211632111,-0.639153520069
Ive got pain in my right arm,arm,-17.5210068926,-9.78796816946
Elbow pain,arm,-17.5641680874,-11.4203521205
Pain in arm,arm,-17.4862531723,-9.72408891316
"Had a dodgy elbow for 2 months now, not sure how to ....(then accidentally clicked send)",arm,-15.5104230594,-9.24840121664
My elbow hurts,arm,-17.8135161185,-11.7073961965
I think i have a corn ,foot,3.08617439369,-2.81196785759
I have corns,foot,-4.63835871408,-16.7036382517
Pain when walking ,foot,0.572491252618,-0.695325088724
pain on foot tender skin,foot,-6.52900121561,-17.3311590286
I think i have a corn,foot,3.11990626715,-2.77131620925
painful feet when i walk,foot,-7.82434225952,-17.5104214825
tender and sore foot,foot,-7.10613617885,-17.1816721792
I think I have a corn or a verruca,foot,7.37572431589,-6.57976777015
I think I have a corn on my foot,foot,-6.63249831323,-17.5744094176
I keep needing a wee,sexual_health,1.55234795486,4.26883525775
Im going to the loo more often,sexual_health,-2.06150296637,7.56650241391
"thirsty, often pee, maybe diabetes?",sexual_health,-0.132504894386,7.20226432449
Peeing frequently,sexual_health,0.165436336022,6.60812345393
My periods have stopped ,sexual_health,-9.11480516264,2.85695813866
My periods have stopped,sexual_health,-9.07602748324,2.85512033994
period have stopped,sexual_health,-9.10960965822,2.78083611128
I haven't had my period in the last three months,sexual_health,-9.16763793601,2.99356149755
Cut my finger and dirt has got in,hand,20.1384273347,5.51370337008
Dirty wound,hand,4.8887356645,-2.54383569691
finger cut,hand,20.5171202877,4.98060449067
When would a wound be considered infected?,hand,3.7119516154,-8.68942189859
I cut my finger whilst gardening,hand,20.1995210665,5.49692206823
I've cut my finger whilst gardening and it is quite deep and there is some soil in it.,hand,20.081295948,5.77642218141
I've cut my finger whilst gardening,hand,20.1988528255,5.48837628133
Mouth is burning white patches visible ,mouth_face,4.47266648328,-19.3032447793
White patches mouth,mouth_face,5.00087714977,-20.8849533829
I have mouth pain,mouth_face,3.1118760179,-20.2738482948
My mouth hurts,mouth_face,3.0316444848,-20.2321533566
I've got a burning sensation in my mouth with a horrible taste and some white spots. ,mouth_face,4.87007560214,-19.3978899319
Mild burning sensation in mouth,mouth_face,4.07522007215,-20.5291063755
I've got a headache aid the light makes it worse ,head,-21.3435354633,0.257356599041
 My head hurts ,head,-17.7497989363,-2.2338204878
I got a headache,head,-23.9857133556,-1.0366231217
migrane sysptons and cure?,head,-23.8610337133,-2.62616689366
I've got a migraine,head,-23.8695756038,-2.12168676078
I've got a really bad headache that is worse in light and I feel sick. ,head,-21.5269481211,0.740474651164
Really bad headache made worse with light,head,-21.5819979218,0.155178239298
I have dry skin,dermatology,11.7065259265,-0.0296228806548
"I do not have eczema but I have very dry skin, how can I fix this?",dermatology,6.23123161893,-8.28743031974
my skin's itchy,dermatology,12.1772128733,0.547710713245
I've got really dry skin that is getting worse and nothing seems to help.,dermatology,10.6532193943,-0.0423762777414
I have really dry skin. Concerned about itchy eczema,dermatology,11.1773015461,0.429244364951
Can't wee for 10 hours post op ,sexual_health,2.43339312693,3.63974439503
I have stomach pain,abdomen,10.9095111798,17.7331522085
I have abdominal pain,abdomen,9.371565903,17.5541222703
i can't piss,sexual_health,-0.247574127884,4.0121297645
I haven't been able to go to the toilet for a couple of hour's and my stomach hurts. ,abdomen,6.27333963316,14.7856538225
abdominal pain post surgery,abdomen,8.5072831485,18.0465373851
Chest pain when I move ,chest,9.00249251471,4.08346054471
My chest hurts,chest,10.7977949577,3.7892234916
I got a chest pain,chest,9.82083680704,3.8208334459
my chest hurts,chest,10.8536286577,3.78579497015
I've been going to the gym a lot and started getting chest pain. ,chest,8.83369964455,3.69476815137
chest pain when moving,chest,9.42293427255,4.02692329202
Discharge from the ear ,ear,15.325781174,-3.59060918341
Ear pain,ear,15.7424271149,-2.37430385507
I have ear infection,ear,15.6944585758,-4.06143935591
my ear hurts,ear,15.9625425328,-2.34617210739
I'm getting green stuff coming out of my ear and it is starting to hurt. ,ear,16.5767967942,-3.10370821628
Ear infection with discharge,ear,15.7053120194,-4.30764561203
Do I have haemorrhoids,bottom,1.1384111897,9.716966327
Bum bleeding,bottom,-3.46658936268,3.16765518663
I have rectal bleeding,bottom,-1.72678146604,17.0786911186
i'm shitting blood,bottom,-0.517262996842,3.95698327007
My bum sometimes bleeds but not when I go to the toilet. ,bottom,-3.36176798894,2.54514100725
rectal bleeding,bottom,-1.71534004813,17.048935898
headache blurred vision tired,head,-21.5905728794,-1.33349033205
I'm so tired and my head and teeth hurt,head,-16.6260659402,-2.00134513769
pleasing,head,2.37525127975,-2.79505371531
seriously bad headache,head,-23.8668437732,-1.59049817938
I have a headache and I'm feeling very tired,head,-22.4870885337,-0.698187978011
my head is pounding and i feel sick,head,-18.0119848555,-2.81087371054
Head hurts,head,-17.9874792572,-1.94459097697
"I've got a really bad head it hurts when I eat and brush my hair. My sight is getting fuzzy, I don't have a temperature or anything else.",head,-17.5763621087,-0.795922429055
painless lump face,mouth_face,7.30817130506,-18.7260576456
weird lump on my face,mouth_face,7.35982110362,-19.7411980733
cyst on face,mouth_face,7.37388962718,-19.1483858215
I have a lump on my face,mouth_face,7.34253734255,-19.7455273929
i have a lump on my face ,mouth_face,7.35494837572,-19.7255796969
Lump on face no pain,mouth_face,7.29463280535,-19.7710707715
"I've got a lump on my face it doesn't hurt and hasn't got any bigger since i've had it, it also doesn't affect me but as it's been there a while I thought I'd get it checked out.",mouth_face,7.0901775834,-19.8193020768
pain swallowing,mouth_face,5.86793194592,-17.5473190026
It hurts to swallow,mouth_face,6.05021292748,-17.115002742
pain swallowing,mouth_face,5.879220628,-17.5162418252
it hurts when i swallow,mouth_face,6.08154505405,-17.1038375479
Painful swallowing,mouth_face,5.91482814838,-17.4789393018
"it hurts when i swallow and feels like food is getting stuck going down. i can cope with liquids or soups but now losing weight I have no other symptoms but it""s not getting any better.",mouth_face,3.05461159249,-15.1304442151
upper abdominal pain,abdomen,9.38311824012,17.6744763493
My tummy hurts so fucking bad,abdomen,11.4503800177,18.5332562141
pain in abdomen,abdomen,11.3127434109,16.1246436568
I've got intermittent pain in my upper abdomen,abdomen,11.4269218867,16.0319582768
i have a pain in my abdomen,abdomen,11.3953009795,16.1065916071
Pain in the abdominal area,abdomen,10.2336560873,16.2209391518
When I eat I get pain in my belly sometimes over the last few months it's worse if i eat a big meal. I have no other symptoms.,abdomen,8.07258579006,15.0892503198
hot sweaty less heavy period,non-anatomical,-8.27667960891,0.583459455798
I''m hot and sweaty,non-anatomical,-6.60953587988,-5.10047137147
hot and sweaty,non-anatomical,-6.49922889973,-5.09308132508
I'm feeling hot and sweaty all the time ,non-anatomical,-6.54753160859,-5.03973393422
i feel hot and sweaty ,non-anatomical,-6.62624326829,-5.02895767428
periods less heavyand hot,sexual_health,-9.15015700286,2.68680202969
"Over the past year I get hot and sweaty regularly, my periods are less heavy and i have a lot of energy.",non-anatomical,-8.30005088193,0.659134834973
sore throat fever fatigue,mouth_face,1.10184428436,-18.0780908648
I have a rash on my arms and chest,dermatology,-16.0189724483,-7.37141017261
sore throat fever,mouth_face,1.28348183089,-18.4534844066
I am tired and have a sore throat and fever,mouth_face,0.955906280979,-17.6268785038
my throat hurts ,mouth_face,1.72786984234,-19.9020982273
Sore throat and fatigue,mouth_face,1.0815228385,-18.0337316429
"I've got a sore throat and fever and tiredness, it hurts to swallow and today I noticed a rash on my arms and chest and when i press it it goes away",mouth_face,2.04009876221,-16.2437333507
itching vaginal discharge,sexual_health,-3.93683849681,17.9798412658
White discharge from my pussy,sexual_health,-7.06973792459,19.4784103988
thick itchy discharge,sexual_health,-6.32087600851,15.006094557
My vagina is itching ,sexual_health,-3.99297430777,19.3793019303
i have a discharge,sexual_health,-6.10719913016,15.791499956
Vaginal itching and thick discharge,sexual_health,-3.54201502662,17.8738864831
I have a thick itchy white discharge,sexual_health,-6.31927906669,15.0094396479
lower back pain and leg,back,14.3415405847,-10.0523951967
SHARP pain in back,back,15.4556082035,-9.45987566523
lower back pain,back,14.6795753843,-9.9344903558
I have really bad pain in my lower back,back,15.3616344881,-9.60574880313
my lower back hurts ,back,15.2192884366,-10.4649797644
Lower back pain from lifting,back,14.6179303301,-10.1342654627
I have really bad lower back pain thats travelled down my leg,back,14.2726509858,-10.1947373424
itchy dry skin,dermatology,11.6549400679,-0.092818056051
red itchy skin,dermatology,11.5231821306,0.351903240445
itchy dry skin,dermatology,11.6399535654,-0.0811340479746
My skin is itchy,dermatology,12.2519012256,0.561819342605
my skin is itchy and dry ,dermatology,12.2393429676,0.620446439528
Itchy and dry skin,dermatology,11.6082641682,-0.0345823841471
i have itchy sore skin and hay fever,dermatology,10.7972907044,0.859542466325
abdominal pain between periods,abdomen,8.59047869008,17.9620157697
Periods are killer,sexual_health,-9.16698479134,2.71547508167
sharp abdomen pain,abdomen,10.9182283335,16.504428533
I feel sharp pain in my abdomen ,abdomen,11.4018436084,16.0982364045
i have sharp abdominal pain,abdomen,9.4536708858,17.7854386275
Sharp pain with period,sexual_health,-7.95016481159,3.75145752947
I have pain in between periods sharp pain,sexual_health,-7.74431502848,4.24301382066
abdominal pain,abdomen,9.32151111773,18.1674251135
Regular stomach aches and going to the toilet a lot,abdomen,7.19335941311,15.7740887038
I am suffering loose stools,abdomen,-0.672436265502,10.1436936116
I have recurrent abdominal pain ,abdomen,9.14983757076,17.3272258398
Loose stools,abdomen,-0.626938566648,10.1177574733
Abdo pain and diahorea ,abdomen,1.37132154299,-1.0078479334
Noticing abdominal pain,abdomen,9.41434771722,18.1000534927
"Hi, I've been having abdominal pain and passing stools several times a day for the last three months.",abdomen,8.63026976683,16.137353336
I have bad abdominal pain and loose tools ,abdomen,8.92243009685,16.5629312464
loose stools,abdomen,-0.62720402121,10.1176575755
Loose stools,abdomen,-0.630708703299,10.100585051
chest pain,chest,9.95863144175,3.81574962562
Severe chest opain and shortness of breath,chest,9.44643472485,4.99659940012
My chest is hurting,chest,10.9488450438,3.79477455911
I have chest pain,chest,9.80605757171,3.83806742038
Shortness of breath,chest,12.5082440884,9.37988106334
Severe pressure pain and shortness of breath ,chest,12.2119786836,8.58672944441
I have chest pain,chest,9.80612211528,3.82808039209
chest pain,chest,9.95863727149,3.81584357281
Hi I have had intense pain in my chest for the last day and it us getting worse. ,chest,8.15986994582,4.42635750148
I've got chest pains ,chest,9.76816484673,4.55877833857
shortness of breath,chest,12.5082442898,9.37988187069
I'm having chest pains and short of breath,chest,9.58822925499,4.93957592594
Back pain,back,14.6698129293,-9.84694622626
Backpack after lifting ,back,-2.25775693935,-2.81106270492
My back is killing me,back,15.1941768267,-10.7604938442
I have back pain,back,14.7424257592,-9.7524206188
Back hurts,back,15.0540441376,-10.2338559843
Pain in back after lifting box ,back,14.8780566082,-10.0723150564
back pain,back,14.6698129352,-9.84694616113
pain in my back,back,15.4412512305,-9.53476417342
Hi I've developed back pain after lifting a heavy box.,back,14.5699541134,-10.1967111175
Back pain from heavy lifting ,back,14.5809079984,-10.0893928402
back pain after lifting heavy box,back,14.5494553849,-10.1625040101
My back is really hurting,back,15.2186648169,-10.6455350244
Viral infection,non-anatomical,5.47796501085,-7.09967551767
"Coughing,  runny nose and fever",chest,6.48840689239,10.9101085172
I can't stop coughing,chest,12.3504235013,10.7174066385
I have a dry cough,chest,9.44376457843,10.5342643955
Dry cough,chest,9.57010334781,10.6592924145
Cough and running nose,chest,6.38098532537,11.0611107531
viral infection,non-anatomical,5.47796543015,-7.09967542051
viral infection ,non-anatomical,5.49786826131,-7.12212377821
"Hi, I've had a runny nose and fever for the past six days with a dry cough.",nose,5.46292859371,11.1128393279
I've got a cold ,non-anatomical,-0.49924739899,-3.02299738003
"dry cough for 6 days
",chest,10.0934325079,10.2780487537
My throat is dry and my nose keeps running,mouth_face,-17.9473934507,9.77632435383
Headaches and tight head,head,-21.3414331124,-1.05494430439
I have a strong headache,head,-23.9791672013,-1.01864117032
I have a headache,head,-23.9020709525,-1.01220074324
Head feels tight,head,-18.096979937,-2.09463021502
Headache ,head,-24.9027698398,-1.21036236897
headaches,head,-24.9725398479,-1.1288600972
i have a headache ,head,-23.78007537,-1.00839669102
I've got a headache,head,-23.9203657039,-1.01728228271
Painful headache ,head,-24.4438993865,-0.929645774062
headache for 30 minutes,head,-21.729323978,0.137526843432
My head is throbbing,head,-17.6795943954,-2.4318340612
Palpitations,chest,13.5436369163,8.8920316416
My heart is going crazy!,chest,12.6785465214,6.28701638324
I have palpitations,chest,13.6454172974,8.8016823889
Heart is racing,chest,12.3509416576,6.41975249648
Palpitation,chest,13.5309084862,8.99035230803
palpitation ,chest,13.5299160186,9.00267167688
Palpitations ,chest,13.5437156399,8.89204701873
Heart racing for 15 minutes,chest,11.4038438081,6.61754178499
My heart is racing,chest,12.7119835068,6.27868402392
I ha e sores in my mouth,mouth_face,5.00438251421,-20.8166515241
My mouth is full of ulcers,mouth_face,4.1216975351,-19.0137948995
I have burning sensation inside my mouth,mouth_face,4.08185875606,-20.5707307983
Burning mouth pain,mouth_face,3.23710553509,-20.3129052016
Burning sensation in my mouth with mouth sores ,mouth_face,4.54796654709,-19.3312327249
mouth ulsers,mouth_face,3.73618926326,-19.450011079
i have mouth ulcers ,mouth_face,4.01194041109,-18.9303502004
I have some white sores inside my mouth and my mouth feels like it's burning.,mouth_face,5.42039284848,-20.0413667678
trouble eating and drinking due to burning sensation inside mouth,mouth_face,2.07573979327,-14.5068440552
It hurts when I eat,mouth_face,-2.37945240314,-4.91862676431
Weightloss over the last six  months,non-anatomical,-2.38954378013,-2.71221982533
I am loosing too much weight,non-anatomical,-4.22899661736,-3.89044796833
I have been losing weight,non-anatomical,-4.26244577651,-3.87488996081
Weight loss and constipation,abdomen,-2.49294941992,12.4163114971
Weight loss and constipated ,abdomen,-2.56705577773,12.3320283376
I've lost some weight over the last six months and been constipated.,abdomen,-2.76829695967,12.2836058921
Lost weight and got constipation ,abdomen,-2.62592928132,12.3792704818
unintentional weight loss over the last 6 months,abdomen,-2.5765325323,-2.96773404758
I have weight loss and constipation,abdomen,-2.6301100782,12.3936347814
Adominal pain and discomfort,abdomen,1.39434007072,-0.910474816667
I have been bleeding for over three days,sexual_health,-6.03693797562,7.78266977132
I have abdominal pain,abdomen,9.37156438301,17.5541222619
Vaginal bleeding,sexual_health,-3.06856291341,18.065962472
Bleeding with abdominal pain ,abdomen,9.28295708201,16.9985906632
i have period pains ,sexual_health,-8.32070285248,4.22494184619
I've had vaginal bleeding for the last 3 days with pain in my abdomen.,sexual_health,-2.0390701776,18.0075842144
vaginal bleeding for past 3 days with discomfort,sexual_health,-2.73109738249,17.9882274988
Pain in one hand,hand,19.0629207833,2.96877805835
My hand is feeling numb,hand,20.1360798466,4.33945768014
I have pain and numbness in one hand,hand,19.179684374,3.0607613984
Pain and numbness in one hand,hand,19.2069192222,3.08388910864
Pain and numbness in hand ,hand,19.2459049163,3.10945315247
I've had pain and numbness in my hand for a few weeks.,hand,18.7700409725,3.22420341913
Numb fingers ,hand,20.640549913,3.95609597733
finger numbness at night,hand,20.5279602883,4.92614401973
My fingers feel numb,hand,20.6167104244,4.34030011736
Yellow discharge ,sexual_health,-6.17829285088,15.5165149022
i have sticky eyes,eye,-12.1228885599,11.9329412772
yellow discharge in eye,eye,-9.82904886609,13.2699443801
I have red eye and some sticky fluid coming out of my left eye,eye,-10.1896000385,11.7100246869
I have a red eye with a discharge,eye,-9.49848713796,12.9084836553
itchy pussey eye,eye,-12.5151560016,12.4050897288
I'm feeling an uncomfortable feeling in my eye. I can't open them up and I have discharge in my eyes,eye,-9.70899054727,11.9016255716
I have a red eye with lots of discharge...its rli painful and my eyelids are stuck shut.. I normally wear lenses but haven't changed them..what do I do ?,eye,-9.19717777413,12.458782179
My eye is watering ,eye,-11.8146015384,10.8933232949
I have yellow discharge from my eyes,eye,-9.8321029702,13.2592316797
"Hi there, I think there is something wrong with my eye. ",eye,-10.9436961258,12.4122474867
"uncomfortable in the eyes , with  yellowish discharge ",eye,-9.503759265,12.8919456881
Graze on arm,arm,-16.7334527403,-8.59058756182
i cut my arm,arm,-17.2185743583,-8.79063855067
minor graze,arm,4.04005470374,-2.43484171911
i've grazed my arm and its quite sore,arm,-16.3606947616,-8.62045202971
grazed arm,arm,-16.9734053526,-8.76314771172
Fell over and grazed my arm ,arm,-16.9118490066,-8.69342305419
ouch.. I grazed my arm 2 hours ago .. I have a small wound,arm,-16.2109365849,-8.57630789559
graze on arm,arm,-16.7334527259,-8.59058755782
"Hi there, I have fallen and wounded my arm ",arm,-16.8827213519,-8.78636598638
i have a small wound on my arm,arm,-16.9099318641,-8.4514000481
Sneezing ,nose,5.25665448786,6.5981276956
i have itchy eyes,eye,-13.011790756,11.3760510829
runny nose sneezing itchy eyes,eye,-16.534788231,10.1501021195
I can't stop sneezing!,nose,5.25904326906,6.55846894292
itchy nose and sneezing,nose,-17.3293410537,10.1974234241
itchy eyes and nose lots of sneezing,eye,-15.2373424057,10.4617793261
Constant sneezes and runny rose with itchy eyes ,nose,-15.4674437274,10.4446316403
I've been sneezing constantly .. have a runny nose and itchy eyes.,nose,-16.4477617642,10.2875077527
I keep sneezing ,nose,5.25780950127,6.58427321591
Runny nose and sneezing,eye,-17.0745530937,10.3468006162
I'm not sure if I have a cold. ,non-anatomical,-0.568181184443,-3.15612171413
im sneezy with a runny nose and itchy eyes,nose,-16.3984716289,10.2310814854
Pain in abdominal ,abdomen,11.09412135,16.1748521665
i have abdominal pain,abdomen,9.371566034,17.5541222412
abdominal pain and reduced appetite,abdomen,8.96286400704,18.573539528
I can feel a lump in my abdominal,abdomen,11.7279632094,15.7954366817
a lot of pain in lower stomach,abdomen,11.5090392463,17.0320613723
lower right pain in abdomen,abdomen,11.2726686604,15.9817533534
Abdominal pain ,abdomen,9.32117505155,18.1668551378
"it hurts in my lower abdomen on the right side and I can feel a lump omg am I dying
?",abdomen,9.05345640319,15.2915872402
I have a stomach pain,abdomen,10.8712798608,17.7868544737
abdominal pain,abdomen,9.31748346632,18.2057701711
i have a lump in my lower abdomen,abdomen,11.7269318973,15.7860771721
Discharge from penis ,sexual_health,-5.84291608099,19.8448745382
discharge from penis,sexual_health,-5.8183763255,19.8591970558
penis discharge,sexual_health,-5.2208069559,19.7878691387
i have discharge coming from my penis,sexual_health,-6.55146989392,19.9465088315
discharge from my penis,sexual_health,-6.4289311445,19.9696820731
discharge from penis,sexual_health,-5.84291629016,19.8448771328
White substance coming out of my penis ,sexual_health,-7.47854478187,20.3130674767
I've got white clear stuff coming out of my penis.. I have sex loads with different people ,sexual_health,-6.82345283655,20.6856890562
My dick hurts ,sexual_health,-0.943968155807,2.78207640976
discharge from penis,sexual_health,-5.84291560813,19.8448769819
I have discharge coming from my penis ,sexual_health,-6.55311653354,19.9533436932
I have a discharge from my penis,sexual_health,-6.55891837091,19.937475289
Pain in ankle ,foot,-8.1212021997,-16.1911400268
twisted ankle,foot,-7.93973726875,-16.4507483603
twisted left ankle,foot,-8.00727682509,-16.3645485236
ive' got really bad pain in my ankle,foot,-8.12357734772,-16.2409824335
twisted ankle a lot of pain,foot,-8.03106677963,-16.7677680114
twisted ankle whilst running,foot,-7.86885125735,-16.7675604841
Pain in my ankle ,foot,-8.07556611717,-16.2267642639
I was running a marathon and twisted my left ankle the pain has lasted four hours ,foot,-8.19138057408,-16.8511470282
twisted ankle,foot,-7.93430869983,-16.4460807225
I've twisted my ankle. ,foot,-7.89276703756,-16.386483165
pain in the ankle,foot,-8.1710429305,-16.2140253188
Pain when urinating ,sexual_health,-1.28892483486,5.28382447039
painful when peeing,sexual_health,-0.105082176779,5.14332065485
stinging and painful when peeing,sexual_health,-0.0789718004678,5.3121793182
it stings when I go to pee,sexual_health,0.511124884094,5.1892017164
painful when urinating ,sexual_health,-0.754334904591,5.57026949909
hurts when i wee,sexual_health,1.13916345015,4.01929883129
Painful when I wee,sexual_health,1.11460747419,4.0402222876
it stings when I wee,sexual_health,1.39731837139,4.27276525281
Stubs when I pee ,sexual_health,0.540890420425,5.26131083541
peeing pain,sexual_health,-1.64170003298,4.91210409926
Stinging and pain when I see. ,sexual_health,7.01826600524,-1.91995484571
stinging and painful when peeing,sexual_health,-0.114152102544,5.24391700528
Lump on back ,back,17.4640366529,-9.21098272428
lump on back,back,17.4437744015,-9.22651529841
lump on back,back,17.4437743584,-9.22651527015
i've noticed a weird lump on my back,back,17.3642636838,-9.34118479919
lump on my back,back,17.4169410511,-9.27948914113
i have found a lump that is painless,back,7.08960522029,-4.10364650937
Lumpy back ,back,16.9848797506,-9.30812199952
I've got a soft lump on my back it's like one cm ,back,17.661434101,-10.0035335766
lump on back,back,17.4437743862,-9.22651527204
I have a lump on my back. ,back,17.3998465635,-9.33442866372
lump on my back ,back,17.4076053804,-9.28364395646
Tired ,non-anatomical,-6.35016709211,-3.94033090519
I'm feeling really tired and have a headache,head,-22.5042884266,-2.31240538474
feeling very tired,non-anatomical,-6.59232165834,-4.05132876846
feel fatigue and headache and weight loss,non-anatomical,-22.5188706434,-2.30270558366
Feeling tired all the time ,non-anatomical,-6.26878950943,-3.9706655039
I have a headache and I'm tired.. I haven't eaten much today and I've lost some weight .. I'm very very stressed ,head,-22.3021471716,-0.523523034824
Feel dizzy ,non-anatomical,-7.2802053735,-3.64093609814
head ache and tired,head,-18.1326227918,-2.39971092785
"Have a headache, feel tired and had weight loss",head,-22.1529348033,-0.363000201777
i've a headache and feel tired ,head,-22.7428425164,-0.875134865373
Sores on lip ,mouth_face,5.85504631123,-21.6189688096
tingling lip,mouth_face,6.23141124898,-22.6224004396
tingling and burning in mouth,mouth_face,4.23188193744,-20.6135906495
I have a burning feelign on my lip,mouth_face,6.55948004582,-21.6724524932
cold sore on lip,mouth_face,6.58338657763,-22.0598257637
I have a tingle sensation on my lip,mouth_face,6.62842964878,-21.8971595489
sore on mouth,mouth_face,3.99579763909,-20.5813435689
Cold sore near my mouth ,mouth_face,3.8288483226,-20.4983169789
I've had sores around my mouth and it burns for 1 week now,mouth_face,5.43871546729,-19.7563430165
sore lip,mouth_face,6.47482632082,-22.3001994137
Small sores around my mouth,mouth_face,5.07206540765,-20.8501636072
